Series Name,Series Code,Country Name,Country Code,2023 [YR2023],2022 [YR2022],2021 [YR2021],2020 [YR2020],2019 [YR2019],2018 [YR2018],2017 [YR2017],2016 [YR2016],2015 [YR2015],2014 [YR2014],2013 [YR2013],2012 [YR2012],2011 [YR2011],2010 [YR2010],2009 [YR2009],2008 [YR2008],2007 [YR2007],2006 [YR2006],2005 [YR2005],2004 [YR2004],2003 [YR2003],2002 [YR2002],2001 [YR2001],2000 [YR2000],1999 [YR1999],1998 [YR1998],1997 [YR1997],1996 [YR1996],1995 [YR1995],1994 [YR1994],1993 [YR1993],1992 [YR1992],1991 [YR1991],1990 [YR1990],1989 [YR1989],1988 [YR1988],1987 [YR1987],1986 [YR1986],1985 [YR1985],1984 [YR1984],1983 [YR1983],1982 [YR1982],1981 [YR1981],1980 [YR1980],1979 [YR1979],1978 [YR1978],1977 [YR1977],1976 [YR1976],1975 [YR1975],1974 [YR1974]
"Labor force, male",SL.TLF.TOTL.MA.IN,United States,USA,91339202,90363907,89494369,89201015,89984826,89180082,88448063,87810081,86771166,85976740,85623916,85228905,84438937,84249185,84281386,84576664,83887025,83248830,82097847,81094676,80319464,80153608,79703778,79213968,78074869,77120869,76272668,75185189,74196171,73287430,72718908,72151019,71164400,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Labor force, total",SL.TLF.TOTL.IN,United States,USA,170602911,168190133,166189867,165641653,167100511,165307010,163971527,162448669,160644681,159540139,158809862,158452840,157443452,157357516,157377606,157246174,155503665,154154002,152044690,150113013,148886198,148166550,147200475,146165416,144105404,142198651,140577814,138055157,135975697,134076659,131792391,130387356,128277990,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Law mandates equal remuneration for females and males for work of equal value (1=yes; 0=no),SG.LAW.EQRM.WK,United States,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Learning-Adjusted Years of School,HD.HCI.LAYS,United States,USA,..,..,..,10.556770324707,..,10.7797451019287,11.14,..,..,..,..,..,..,10.3524398803711,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Learning-Adjusted Years of School, Female",HD.HCI.LAYS.FE,United States,USA,..,..,..,10.6417169570923,..,10.8333539962769,11.19,..,..,..,..,..,..,10.350175857544,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,United States,USA,..,..,..,10.4759178161621,..,10.728461265564,11.09,..,..,..,..,..,..,10.3541088104248,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
The law is free of legal provisions that require a married woman to obey her husband (1=yes; 0=no),SG.LAW.OBHB.MR.NO,United States,USA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
There is legislation on sexual harassment in employment (1=yes; 0=no),SG.LEG.SXHR.EM,United States,USA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
"Time-related underemployment, female (% of employment)",SL.EMP.UNDR.FE.ZS,United States,USA,0.602,0.569,0.785,2.214,0.637,0.646,0.636,0.668,0.673,0.746,0.893,0.864,0.95,0.989,1.255,0.963,0.737,0.704,0.707,0.756,0.814,0.794,0.766,0.673,0.689,0.677,0.705,0.762,0.814,0.71,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Time-related underemployment, male (% of employment)",SL.EMP.UNDR.MA.ZS,United States,USA,0.866,0.856,1.057,2.409,0.796,0.821,0.843,0.973,0.978,1.097,1.239,1.334,1.573,1.846,2.445,1.746,1.197,1.063,1.091,1.169,1.24,1.201,1.083,0.861,0.832,0.913,1.006,1.04,1.103,1.092,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,United States,USA,2.373,2.321,3.576,5.591,2.38,2.45,2.686,2.908,3.032,3.691,4.322,4.741,5.136,5.474,5.337,3.013,2.42,2.427,2.711,3.099,3.456,3.328,2.563,1.934,2.117,2.063,2.295,2.667,2.845,3.004,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment with advanced education, female (% of female labor force with advanced education)",SL.UEM.ADVN.FE.ZS,United States,USA,2.323,2.317,3.579,5.96,2.411,2.483,2.793,2.959,3.149,3.821,4.45,4.986,5.17,5.256,5.028,3.097,2.499,2.517,2.794,3.06,3.25,3.174,2.587,2.095,2.148,2.283,2.462,2.859,3.043,3.174,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment with advanced education, male (% of male labor force with advanced education)",SL.UEM.ADVN.MA.ZS,United States,USA,2.425,2.325,3.573,5.203,2.348,2.416,2.575,2.856,2.913,3.556,4.192,4.493,5.102,5.695,5.645,2.931,2.343,2.34,2.632,3.136,3.648,3.47,2.541,1.789,2.088,1.867,2.147,2.498,2.675,2.858,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Unemployment with basic education (% of total labor force with basic education),SL.UEM.BASC.ZS,United States,USA,5.591,5.507,8.056,11.724,5.396,5.872,6.551,7.492,7.76,8.839,10.811,12.739,13.601,15.274,14.852,10.463,7.952,8.126,8.804,9.884,10.321,10.107,9.67,8.666,9.31,9.532,10.339,11.389,12.039,12.596,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment with basic education, female (% of female labor force with basic education)",SL.UEM.BASC.FE.ZS,United States,USA,6.838,6.417,9.765,13.986,6.852,7.078,8.025,9.69,8.985,11.553,13.084,14.826,15.624,15.755,15.151,11.615,9.257,10.018,11.647,12.706,12.281,12.087,11.722,10.582,11.297,11.308,12.349,13.796,13.755,14.353,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment with basic education, male (% of male labor force with basic education)",SL.UEM.BASC.MA.ZS,United States,USA,4.942,5.047,7.15,10.523,4.59,5.219,5.738,6.313,7.118,7.416,9.644,11.597,12.537,15.027,14.695,9.886,7.308,7.186,7.392,8.437,9.284,9.055,8.544,7.619,8.179,8.554,9.275,10.066,11.091,11.637,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Unemployment with intermediate education (% of total labor force with intermediate education),SL.UEM.INTM.ZS,United States,USA,4.888,4.96,7.076,10.457,4.84,5.172,5.766,6.471,7.087,8.091,9.68,10.416,11.569,12.323,11.731,7.416,5.895,5.829,6.352,6.743,7.233,6.941,5.627,4.792,5.006,5.458,5.997,6.423,6.556,7.145,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment with intermediate education, female (% of female labor force with intermediate education)",SL.UEM.INTM.FE.ZS,United States,USA,4.737,5.122,7.053,11.095,4.822,5.192,5.733,6.405,6.997,7.927,9.207,10.128,10.91,11.025,10.129,6.894,5.723,5.836,6.319,6.534,6.835,6.754,5.467,4.861,5.156,5.501,6.021,6.31,6.485,6.946,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment with intermediate education, male (% of male labor force with intermediate education)",SL.UEM.INTM.MA.ZS,United States,USA,5.003,4.836,7.094,9.971,4.854,5.156,5.791,6.524,7.159,8.223,10.063,10.651,12.106,13.389,13.06,7.852,6.04,5.823,6.379,6.924,7.579,7.106,5.769,4.732,4.872,5.42,5.975,6.523,6.619,7.32,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,United States,USA,3.475,3.612,5.21,8.346,3.611,3.841,4.311,4.789,5.177,6.062,7.069,7.887,8.462,8.614,8.062,5.415,4.496,4.625,5.096,5.4,5.667,5.607,4.649,4.098,4.345,4.618,5.071,5.466,5.672,6.054,6.57,7.002,6.359,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,United States,USA,3.454,3.614,5.215,8.345,3.61,3.838,4.309,4.789,5.179,6.06,7.076,7.893,8.463,8.621,8.069,5.422,4.502,4.627,5.097,5.398,5.665,5.613,4.654,4.098,4.338,4.62,5.074,5.47,5.671,6.053,6.6,7,6.4,5.5,5.4,5.6,6.2,7.1,7.4,7.6,9.2,9.4,7.9,7.4,6.8,7.2,8.2,8.6,9.3,6.7
"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,United States,USA,3.798,3.682,5.47,7.796,3.721,3.951,4.401,4.939,5.367,6.262,7.628,8.227,9.372,10.512,10.28,6.094,4.726,4.615,5.066,5.64,6.266,5.927,4.799,3.898,4.114,4.419,4.941,5.436,5.632,6.174,7.168,7.902,7.154,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment, male (% of male labor force) (national estimate)",SL.UEM.TOTL.MA.NE.ZS,United States,USA,3.8,3.681,5.468,7.797,3.722,3.947,4.396,4.94,5.369,6.262,7.638,8.225,9.374,10.521,10.294,6.1,4.726,4.619,5.072,5.642,6.271,5.931,4.799,3.9,4.115,4.416,4.937,5.435,5.633,6.175,7.2,7.9,7.2,5.7,5.2,5.5,6.2,6.9,7,7.4,9.9,9.9,7.4,6.9,5.1,5.3,6.3,7.1,7.9,4.9
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,United States,USA,3.648,3.65,5.35,8.05,3.67,3.9,4.36,4.87,5.28,6.17,7.37,8.07,8.95,9.63,9.25,5.78,4.62,4.62,5.08,5.53,5.99,5.78,4.73,3.99,4.22,4.51,5,5.45,5.65,6.12,6.9,7.5,6.8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,United States,USA,3.638,3.65,5.349,8.055,3.669,3.896,4.355,4.869,5.28,6.168,7.375,8.069,8.949,9.633,9.254,5.784,4.622,4.623,5.084,5.529,5.989,5.783,4.731,3.992,4.219,4.511,5,5.451,5.65,6.119,6.9,7.5,6.8,5.6,5.3,5.5,6.2,7,7.2,7.5,9.6,9.7,7.6,7.1,5.8,6.1,7.1,7.7,8.5,5.6
"Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.FE.ZS,United States,USA,7.033,7.437,8.865,14.794,7.313,7.657,8.079,9.307,10.368,12.152,13.886,14.624,15.679,15.764,14.809,11.115,9.366,9.637,10.086,10.939,11.362,11.039,9.565,8.879,9.468,9.736,10.904,11.391,11.761,11.788,12.309,12.96,12.391,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment, youth female (% of female labor force ages 15-24) (national estimate)",SL.UEM.1524.FE.NE.ZS,United States,USA,7.095,7.467,8.9,14.836,7.342,7.671,8.088,9.34,10.402,12.173,13.925,14.661,15.73,15.836,14.886,11.183,9.432,9.695,10.131,10.975,11.419,11.103,9.612,8.922,9.462,9.757,10.929,11.428,11.771,11.799,12.3,13.1,12.5,10.7,10.4,10.6,11.7,12.8,13,13.3,15.8,16.2,14,13,12.2,12.9,14,14.6,15.5,12.4
"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.MA.ZS,United States,USA,8.876,8.707,10.484,14.946,9.359,9.508,10.313,11.414,12.742,14.528,17.004,17.613,18.673,20.669,19.937,14.183,11.423,11.112,12.23,12.539,13.211,12.703,11.312,9.62,10.255,10.989,11.841,12.616,12.477,13.119,14.261,15.298,14.276,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)",SL.UEM.1524.MA.NE.ZS,United States,USA,8.758,8.763,10.524,15.001,9.405,9.519,10.321,11.445,12.776,14.541,17.053,17.647,18.745,20.827,20.127,14.359,11.554,11.236,12.386,12.639,13.355,12.82,11.427,9.716,10.298,11.063,11.905,12.722,12.558,13.199,14.3,15.3,14.3,11.6,11.4,11.4,12.6,13.7,14.1,14.4,18.4,19.1,15.7,14.6,11.4,11.7,13.3,14.8,16.6,11.5
"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,United States,USA,7.978,8.096,9.706,14.873,8.371,8.613,9.244,10.409,11.606,13.396,15.524,16.198,17.257,18.346,17.509,12.748,10.459,10.428,11.226,11.792,12.345,11.922,10.496,9.275,9.887,10.403,11.404,12.05,12.149,12.507,13.369,14.234,13.418,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment, youth total (% of total labor force ages 15-24) (national estimate)",SL.UEM.1524.NE.ZS,United States,USA,7.938,8.129,9.73,14.92,8.392,8.613,9.237,10.427,11.624,13.397,15.546,16.211,17.309,18.424,17.601,12.846,10.543,10.508,11.309,11.847,12.428,11.997,10.558,9.338,9.898,10.441,11.442,12.109,12.188,12.539,13.4,14.2,13.4,11.2,10.9,11,12.2,13.3,13.6,13.9,17.2,17.8,14.9,13.9,11.8,12.3,13.6,14.7,16.1,11.9
"Vulnerable employment, female (% of female employment) (modeled ILO estimate)",SL.EMP.VULN.FE.ZS,United States,USA,..,2.91669154377114,3.0351170177623,2.84266147057203,2.76659975243916,2.8598783843219,2.88162785175981,2.89006828188113,2.92414877075054,2.91796136511385,2.99166074501849,3.04526981085675,3.07540075132294,3.15526573184982,3.14208080009207,3.09028528847578,3.18941813849521,3.23997137505805,3.26558153329263,3.32262234760226,3.31664522298257,3.18698664998447,3.25128618820882,3.28350976484314,3.3291104905596,3.47054440358595,3.66443370121243,3.74203707885238,3.78021333050432,3.90305199877687,4.01875520276969,4.01329417814521,4.16130609653812,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Vulnerable employment, male (% of male employment) (modeled ILO estimate)",SL.EMP.VULN.MA.ZS,United States,USA,..,5.5158008013163,5.79961794130631,5.57287837127708,5.30243981755552,5.46817822517712,5.52294969090401,5.55510916589044,5.60469106933315,5.61739623031429,5.74879755762791,5.86157141109901,5.91041102260609,6.08132182804768,6.0898403760353,5.9768927615935,6.10262003895132,6.23751469880259,6.3086433149222,6.40713147594263,6.38338844808573,6.20127007040101,6.29261743935182,6.36744385751249,6.45985421145257,6.72277958703024,7.0040459029443,7.15293445536603,7.22500212081969,7.43566029094667,7.40766342917225,7.27665346161935,7.51909259438546,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Vulnerable employment, total (% of total employment) (modeled ILO estimate)",SL.EMP.VULN.ZS,United States,USA,..,4.31265123254802,4.52193369157228,4.31698414392114,4.13145459244893,4.26627835035971,4.30576553848158,4.3295952840309,4.37069235145997,4.37127868952848,4.47406313589769,4.55751247750481,4.58881246233375,4.70658486305478,4.70278737395896,4.63771946172557,4.75920883156725,4.85883327890965,4.90894884360759,4.98700759244585,4.96619427510668,4.81506359573702,4.8968709780332,4.95641670963934,5.02718954999013,5.23607419229568,5.47751939269692,5.59987586310482,5.66024828551931,5.83290356338587,5.88326860824125,5.8112481732906,6.01703481978683,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,United States,USA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Women who believe a husband is justified in beating his wife (any of five reasons) (%),SG.VAW.REAS.ZS,United States,USA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Women who believe a husband is justified in beating his wife (any of five reasons) (%): Q1 (lowest),SG.VAW.REAS.Q1.ZS,United States,USA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Women who believe a husband is justified in beating his wife (any of five reasons) (%): Q2,SG.VAW.REAS.Q2.ZS,United States,USA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Women who believe a husband is justified in beating his wife (any of five reasons) (%): Q3,SG.VAW.REAS.Q3.ZS,United States,USA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Women who believe a husband is justified in beating his wife (any of five reasons) (%): Q4,SG.VAW.REAS.Q4.ZS,United States,USA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Women who believe a husband is justified in beating his wife (any of five reasons) (%): Q5 (highest),SG.VAW.REAS.Q5.ZS,United States,USA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Women who believe a husband is justified in beating his wife when she argues with him (%),SG.VAW.ARGU.ZS,United States,USA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Women who believe a husband is justified in beating his wife when she argues with him (%): Q1 (lowest),SG.VAW.ARGU.Q1.ZS,United States,USA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Women who believe a husband is justified in beating his wife when she argues with him (%): Q2,SG.VAW.ARGU.Q2.ZS,United States,USA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Women who believe a husband is justified in beating his wife when she argues with him (%): Q3,SG.VAW.ARGU.Q3.ZS,United States,USA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Women who believe a husband is justified in beating his wife when she argues with him (%): Q4,SG.VAW.ARGU.Q4.ZS,United States,USA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Women who believe a husband is justified in beating his wife when she argues with him (%): Q5 (highest),SG.VAW.ARGU.Q5.ZS,United States,USA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Women who believe a husband is justified in beating his wife when she burns the food (%),SG.VAW.BURN.ZS,United States,USA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Women who believe a husband is justified in beating his wife when she burns the food (%): Q1 (lowest),SG.VAW.BURN.Q1.ZS,United States,USA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Women who believe a husband is justified in beating his wife when she burns the food (%): Q2,SG.VAW.BURN.Q2.ZS,United States,USA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Women who believe a husband is justified in beating his wife when she burns the food (%): Q3,SG.VAW.BURN.Q3.ZS,United States,USA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Women who believe a husband is justified in beating his wife when she burns the food (%): Q4,SG.VAW.BURN.Q4.ZS,United States,USA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Women who believe a husband is justified in beating his wife when she burns the food (%): Q5 (highest),SG.VAW.BURN.Q5.ZS,United States,USA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Women who believe a husband is justified in beating his wife when she goes out without telling him (%),SG.VAW.GOES.ZS,United States,USA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Women who believe a husband is justified in beating his wife when she goes out without telling him (%): Q1 (lowest),SG.VAW.GOES.Q1.ZS,United States,USA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Women who believe a husband is justified in beating his wife when she goes out without telling him (%): Q2,SG.VAW.GOES.Q2.ZS,United States,USA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Women who believe a husband is justified in beating his wife when she goes out without telling him (%): Q3,SG.VAW.GOES.Q3.ZS,United States,USA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Women who believe a husband is justified in beating his wife when she goes out without telling him (%): Q4,SG.VAW.GOES.Q4.ZS,United States,USA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Women who believe a husband is justified in beating his wife when she goes out without telling him (%): Q5 (highest),SG.VAW.GOES.Q5.ZS,United States,USA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Women who believe a husband is justified in beating his wife when she neglects the children (%),SG.VAW.NEGL.ZS,United States,USA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Women who believe a husband is justified in beating his wife when she neglects the children (%): Q1 (lowest),SG.VAW.NEGL.Q1.ZS,United States,USA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
